,Unnamed: 0,date,title,class,viewCount,commentCount,likeCount,dislikeCount,ratio,sentiment,magnitude
711,711,2016-06-16,Joe Rogan Experience #810 - Big Jay Oakerson,2,552242,1135,4365,258,16.918604651162788,0.14986970684039086,42.19657980456025
712,712,2016-06-22,Joe Rogan Experience #811 - Jim Breuer,2,1053268,2474,10323,653,15.808575803981626,0.1914557564224552,44.94964795432925
713,713,2016-06-22,Joe Rogan Experience #812 - Russell Brand & Jim Breuer,2,3152340,8400,35419,1906,18.582896117523607,0.2131427250308269,48.94764488286089
714,714,2016-06-23,Joe Rogan Experience #813 - Shane Dorian,1,293548,575,2270,162,14.012345679012348,0.15274193548387102,44.28766129032254
715,715,2016-06-23,Joe Rogan Experience #814 - Ari Shaffir,2,536511,1150,3504,349,10.040114613180515,0.13782372143634386,41.30963003264421
716,716,2016-06-29,Joe Rogan Experience #815 - Cameron Hanes,0,264531,883,2167,335,6.46865671641791,0.13869421487603298,50.36406611570246
717,717,2016-06-30,Joe Rogan Experience #816 - Joe Schilling,1,328864,946,2603,228,11.416666666666664,0.1083489932885904,39.53304697986579
718,718,2016-07-01,Joe Rogan Experience #817 - Jason Hairston & Brendan Burns,1,192076,782,1380,833,1.6566626650660263,0.11525285481239801,48.32430668841764
719,719,2016-07-05,Joe Rogan Experience #818 - Mike Schmidt,1,574693,2149,6290,1247,5.044105854049719,0.12452443857331592,64.19775429326279
720,720,2016-07-06,Joe Rogan Experience #819 - Brendan Schaub,2,794435,1528,5480,407,13.464373464373464,0.14727726894254778,37.5781848459617
721,721,2016-07-07,Joe Rogan Experience #820 - Milo Yiannopoulos,5,2181271,10555,28917,3303,8.754768392370572,0.1298635916186192,59.60526226972307
722,722,2016-07-08,Joe Rogan Experience - #821 & Fight Companion - Joey Diaz,2,616540,1205,4519,241,18.751037344398338,0.13002018163471246,33.44683148335013
723,723,2016-07-12,Joe Rogan Experience #822 - Chael Sonnen,1,3473796,5046,26319,1658,15.87394451145959,0.1507948654653175,44.12801036781045
724,724,2016-07-12,Joe Rogan Experience #823 - Eleanor Kerrigan,4,349799,1228,1891,579,3.2659758203799654,0.14769841269841272,46.73194444444432
725,725,2016-07-21,Joe Rogan Experience #824 - Bryan Callen,2,612470,2067,5211,285,18.28421052631579,0.1467249190938511,48.21732686084142
726,726,2016-07-27,Joe Rogan Experience #825 - Jeremy Stephens,1,474390,1608,3740,292,12.808219178082194,0.1532342007434942,40.853026022304775
727,727,2016-07-28,Joe Rogan Experience #826 - Justin Wren,1,353542,1675,4981,201,24.78109452736319,0.1930303030303029,60.24945286195278
728,728,2016-07-30,Joe Rogan Experience #827 - Twitter Q&A with Joe,2,357466,1584,3898,271,14.383763837638377,0.18566804979253115,41.762547717842295
729,729,2016-08-02,Joe Rogan Experience #828 - Duncan Trussell,2,1502916,3639,11330,888,12.759009009009011,0.19105172413793145,45.01290344827587
730,730,2016-08-03,Joe Rogan Experience #829 - Wayne Federman,2,219665,1165,1536,431,3.5638051044083525,0.150355603448276,48.28871767241382
731,731,2016-08-04,Joe Rogan Experience #830 - Neal Brennan,2,446465,1151,3060,309,9.902912621359222,0.14622641509433948,47.9416981132075
732,732,2016-08-10,Joe Rogan Experience #831 - Byron Bowers,2,232596,1848,1888,1249,1.511609287429944,0.12478084415584426,52.09490259740261
733,733,2016-08-11,Joe Rogan Experience #832 - Vinny Shoreman,1,233784,692,1775,257,6.906614785992218,0.16887850467289725,46.00755140186911
734,734,2016-08-12,Joe Rogan Experience #833 - Brian Redban,2,544949,2343,3933,364,10.804945054945057,0.1437864611997798,44.7874188222344
735,735,2016-08-18,Joe Rogan Experience #834 - Dan Doty,4,183048,589,1140,497,2.293762575452716,0.14663019693654264,45.72829321663017
736,736,2016-08-23,Joe Rogan Experience #835 - Louis Theroux,4,3444034,3898,24855,1707,14.560632688927946,0.16903991741225102,46.16498967653141
737,737,2016-08-23,Joe Rogan Experience #836 - Hannibal Buress,2,954178,2314,8184,540,15.155555555555555,0.16672112018669774,37.247841306884425
738,738,2016-08-24,Joe Rogan Experience #837 - Gad Saad,3,382495,1501,4566,281,16.249110320284696,0.1487901861252113,52.684890016920484
739,739,2016-08-24,Joe Rogan Experience #838 - Josh Zepps,5,306643,1236,2116,236,8.966101694915254,0.15988875154511753,53.896106304079076
740,740,2016-08-30,Joe Rogan Experience #839 - Tom Papa,2,318043,621,2803,257,10.906614785992216,0.15835249042145594,44.55494252873566
741,741,2016-08-31,Joe Rogan Experience #840 - Donald Cerrone,1,1558699,3670,13591,748,18.169786096256683,0.1615580736543915,40.97406161473092
742,742,2016-09-01,Joe Rogan Experience #841 - Greg Fitzsimmons,2,397073,1190,2983,388,7.688144329896907,0.13407725321888425,49.04894849785408
743,743,2016-09-05,Joe Rogan Experience #842 - Chris Kresser,1,454575,1799,5534,638,8.67398119122257,0.17059842519685026,61.042763779527576
744,744,2016-09-07,Joe Rogan Experience #843 - Tony Hinchcliffe,2,576163,1470,4290,523,8.202676864244742,0.14758591065292084,46.30094501718207
745,745,2016-09-08,Joe Rogan Experience #844 - Andreas Antonopoulos,0,664230,2283,8982,415,21.643373493975908,0.1678086070215173,44.041681766704386
746,746,2016-09-13,"Joe Rogan Experience #845 - TJ Dillashaw, Duane Ludwig & Bas Rutten",1,1538755,2321,8672,718,12.07799442896936,0.14808439755691274,36.836124375347
747,747,2016-09-15,Joe Rogan Experience #846 - Michael Shermer,3,529226,1469,5001,409,12.227383863080686,0.1787511394712849,55.56983591613489
748,748,2016-09-16,Joe Rogan Experience #847 - Dan Carlin,5,1069713,1616,9404,636,14.786163522012579,0.1672167300380228,48.835216730038006
749,749,2016-09-20,Joe Rogan Experience #848 - Bryan Callen,2,554830,1479,4615,457,10.098468271334792,0.13277929155313342,48.568265213442345
750,750,2016-09-21,Joe Rogan Experience #849 - James Kingston,4,404371,1035,5066,230,22.026086956521734,0.1278866587957498,41.31753246753248
751,751,2016-09-23,Joe Rogan Experience #850 - George Perez,4,638059,1565,7096,280,25.34285714285714,0.18676557863501486,49.02497774480709
752,752,2016-09-27,Joe Rogan Experience #851 - Shane Mauss,2,316769,747,2705,260,10.403846153846152,0.16335463258785946,47.78193290734825
753,753,2016-09-28,Joe Rogan Experience #852 - John Anthony West,3,2093482,4894,19335,1690,11.440828402366865,0.1764356435643568,53.91253679421994
754,754,2016-09-29,Joe Rogan Experience #853 - Adam Greentree,0,574423,971,4997,419,11.926014319809067,0.17719143576826196,47.07293450881614
755,755,2016-10-01,Joe Rogan Experience #854 - Louie Simmons,1,706350,2074,8218,535,15.360747663551402,0.15472520908004772,44.76459976105138
756,756,2016-10-04,Joe Rogan Experience #855 - Tom Segura & Christina Pazsitzky,2,1550230,2156,11291,822,13.736009732360095,0.13883343006384213,44.18053975623913
757,757,2016-10-06,Joe Rogan Experience #856 - Tony Hinchcliffe & Young Jamie,2,369784,1459,3368,270,12.474074074074075,0.15806302843966158,39.277094542659455
758,758,2016-10-13,Joe Rogan Experience  #857 - Dan Bilzerian,0,11466514,12466,98541,9444,10.434243964421855,0.1582336928070357,55.46771123442576
759,759,2016-10-14,Joe Rogan Experience #858 - Jesse Ventura,1,4079887,15425,41823,3137,13.332164488364679,0.13363809826681555,48.25313483860688
760,760,2016-10-14,Joe Rogan Experience #859 - Brian Redban,2,436474,1401,3220,345,9.333333333333334,0.14676935886761036,44.04552872606162
761,761,2016-10-15,Joe Rogan Experience #860 - Russell Peters,2,860501,1417,6380,486,13.127572016460904,0.15668063704945515,41.322229673093055
762,762,2016-10-19,Joe Rogan Experience #861 - Bryan Callen,2,520439,1336,4288,525,8.167619047619048,0.12700448430493272,51.65
763,763,2016-10-19,Joe Rogan Experience #861 - Bryan Callen,2,520439,1336,4288,525,8.167619047619048,0.1270044843049326,51.65000000000001
764,764,2016-10-20,Joe Rogan Experience #862 - Trevor Valle,3,1307141,4554,14606,1577,9.261889663918833,0.153932651834035,54.988081779915845
765,765,2016-10-21,Joe Rogan Experience #863 - Duncan Trussell,2,1633528,3550,15019,1041,14.42747358309318,0.17193983402489646,47.49189142461962
766,766,2016-10-25,Joe Rogan Experience #864 - Kevin Ross & Gaston Bolanos,1,266609,484,2452,198,12.383838383838384,0.1578064516129031,42.012064516129016
767,767,2016-10-25,Joe Rogan Experience #865 - Wim Hof,1,703436,2239,9812,318,30.85534591194969,0.15959909655561855,53.85830604178442
768,768,2016-10-26,Joe Rogan Experience #866 - Christine Hassler,0,390055,1785,3249,1062,3.0593220338983054,0.1481413612565444,53.941919720767935
769,769,2016-11-01,Joe Rogan Experience #867 - Joey Diaz,2,2622376,2465,17155,1392,12.323994252873565,0.15504356740133285,36.095099948744284
770,770,2016-11-05,Joe Rogan Experience #868 - John Dudley (Audio Only),1,126175,406,521,218,2.389908256880734,0.1177643504531722,38.41577039274925
771,771,2016-11-08,Joe Rogan Experience #869 - Dave Rubin,5,696285,1955,8729,537,16.255121042830535,0.1591434540389974,49.186580779944194
772,772,2016-11-09,Joe Rogan Experience - End Of The World (from The Comedy Store),2,1915373,7679,19997,1202,16.636439267886857,0.12974362887227206,47.98819166793847
773,773,2016-11-15,Joe Rogan Experience #871 - Brendan Schaub,2,1144152,2521,9644,606,15.914191419141915,0.12973209404045913,38.327900492072175
774,774,2016-11-16,Joe Rogan Experience #872 - Graham Hancock & Randall Carlson,3,4787131,6656,37979,3283,11.56838257691136,0.1960911463561539,51.78864685806067
775,775,2016-11-17,Joe Rogan Experience #873 - Steven Kotler,5,383387,866,3414,204,16.735294117647058,0.1696296296296297,42.46992063492063
776,776,2016-11-18,Joe Rogan Experience #874 - Scott Adams,4,654593,2025,7685,478,16.077405857740587,0.15212640283520373,50.76443591258115
777,777,2016-11-22,Joe Rogan Experience #875 - Shannon Briggs,1,768662,2990,13301,310,42.906451612903226,0.2163594646271524,37.577434034416754
778,778,2016-11-28,Joe Rogan Experience #877 - Jordan Peterson,3,5999518,18071,100077,3447,29.03307223672759,0.2021475434848949,62.82671116875232
779,779,2016-11-30,Joe Rogan Experience #878 - Aubrey Marcus,0,516632,1068,4494,550,8.170909090909092,0.16714932126696838,45.43049773755654
780,780,2016-12-01,Joe Rogan Experience #879 - Steven Rinella,0,695871,1130,5951,401,14.840399002493765,0.19687759336099567,49.14525933609951
781,781,2016-12-01,Joe Rogan Experience #880 - Jon Jones,1,3074509,8259,30955,2529,12.240015816528272,0.11999837451235396,51.8845985045513
782,782,2016-12-02,Joe Rogan Experience #881 - Lee Camp,2,359733,1622,3819,619,6.1696284329563795,0.1202766476810414,49.49711147274209
783,783,2016-12-06,Joe Rogan Experience #882 - Tom Papa,2,324646,833,2730,252,10.833333333333336,0.1591076487252123,43.69230878186969
784,784,2016-12-07,Joe Rogan Experience #883 - Kevin Smith,2,2173659,5663,23857,1388,17.188040345821324,0.16805732484076452,50.82828025477715
785,785,2016-12-08,Joe Rogan Experience #884 - Joey Diaz,2,3152780,3482,24537,1663,14.754660252555626,0.16639474593847214,40.00267196681639
786,786,2016-12-14,Joe Rogan Experience #885 - Tom Segura,2,1277336,1304,8531,588,14.508503401360546,0.1552545297670408,39.93131147540979
787,787,2016-12-16,Joe Rogan Experience #886 - Hank Shaw,4,264838,486,1849,183,10.103825136612024,0.1729901960784314,44.72431372549018
788,788,2016-12-16,Joe Rogan Experience #887 - James Hetfield,4,2699160,8136,41719,1146,36.40401396160559,0.1896256188118814,46.6037360767328
789,789,2016-12-23,Joe Rogan Experience #888 - Ron White,2,2324074,3117,19044,1178,16.166383701188455,0.19100705329153653,42.40883620689649
790,790,2016-12-24,Joe Rogan Experience #889 - Brian Redban,2,511590,1490,4363,408,10.693627450980392,0.14936341659951674,42.98668009669621
791,791,2016-12-27,Joe Rogan Experience #890 - Fight Breakdown,1,876096,2274,7505,385,19.493506493506487,0.11989749430523927,42.32698747152625
792,792,2016-12-29,Joe Rogan Experience #892 - Greg Fitzsimmons,2,526664,1463,4688,549,8.539162112932607,0.13191383595691808,46.85931234465615
793,793,2017-01-02,Joe Rogan Experience #893 - Fight Recap,1,2334134,4895,21136,863,24.49130938586327,0.14243057324840785,37.24343694267516
794,794,2017-01-02,Joe Rogan Experience #894 - #WhoIsFat Weigh-in - Day 1,0,926734,1241,9616,382,25.17277486910995,0.15535549399815315,38.41991689750693
795,795,2017-01-04,Joe Rogan Experience #895 - #WhoIsFat Weigh-in - Day 2,0,1189132,2147,12034,464,25.935344827586214,0.17501538461538468,39.462312820512814
796,796,2017-01-11,Joe Rogan Experience #896 - CES Review with Young Jamie,4,420070,1377,4056,169,24.0,0.16776844070961716,35.868599439775906
797,797,2017-01-11,Joe Rogan Experience #897 - Hunter Maats,4,607271,2912,6842,901,7.5937846836847935,0.20486524822695049,56.67473286052017
798,798,2017-01-12,Joe Rogan Experience #898 - Bas Rutten & Mauro Ranallo,1,1019340,2313,9983,441,22.63718820861678,0.1693216746157918,41.31312135665075
799,799,2017-01-13,Joe Rogan Experience #899 - Bryan Callen,2,802029,1642,6700,973,6.885919835560124,0.15158836689038047,44.214108873974546
800,800,2017-01-19,Joe Rogan Experience #900 - Joseph Valtellini,1,516324,1154,5420,244,22.21311475409836,0.17633720930232535,41.63694186046508
801,801,2017-01-19,Joe Rogan Experience #901 - Dr. Rhonda Patrick,3,1818597,3197,20812,978,21.280163599182004,0.19942961165048567,51.160687702265434
802,802,2017-01-20,Joe Rogan Experience #902 - Live Underground from The Comedy Store,2,432468,1620,3644,390,9.343589743589744,0.1329071661237786,43.61814332247552
803,803,2017-01-24,Joe Rogan Experience #903 - Tony Hinchcliffe & Brian Redban,2,261872,1362,2035,356,5.716292134831461,0.13584856396866846,41.03505657093119
804,804,2017-01-25,Joe Rogan Experience #904 - Gary Taubes,5,523512,1857,6529,617,10.581847649918963,0.1502497918401336,58.457377185678546
805,805,2017-01-26,Joe Rogan Experience #905 - Shane Smith,4,765608,2662,7794,1452,5.3677685950413245,0.11733472149921916,48.79108276939096
806,806,2017-01-27,Joe Rogan Experience #906 - Henry Rollins,4,2336541,6759,31615,1612,19.61228287841191,0.19688429752066064,52.01226859504138
807,807,2017-01-28,Joe Rogan Experience #907 - Mike Baker,0,573865,1640,5485,934,5.872591006423982,0.12737600000000007,44.533888
808,808,2017-01-31,Joe Rogan Experience #908 - Leah Remini,4,5017585,17002,58560,2608,22.45398773006135,0.16812782893710046,49.63604182924942
809,809,2017-01-31,Joe Rogan Experience #909 - Bill Burr,2,4481686,5204,37724,2339,16.128259940145362,0.16765475591343815,46.07637896326132
810,810,2017-02-01,Joe Rogan Experience #910 - Gary Vaynerchuk,4,2409911,4419,32939,2047,16.09135319980459,0.17695589919816765,46.359375715922155
811,811,2017-02-02,Joe Rogan Experience #911 - Alex Jones & Eddie Bravo,5,9767959,54325,157798,8063,19.57063127868039,0.14128001628001524,42.477334373444535
812,812,2017-02-06,Joe Rogan Experience #912 - Pete Holmes,2,786939,2379,8408,962,8.74012474012474,0.17520270270270302,52.4114656964656
813,813,2017-02-08,Joe Rogan Experience #913 - Christopher Ryan,3,709020,1676,7097,539,13.166975881261596,0.16999999999999996,49.3135077677841
814,814,2017-02-09,Joe Rogan Experience #914 - Ryan Callaghan & Kenton Carruth,0,462065,1057,3533,468,7.549145299145299,0.162002600780234,49.08165149544864
815,815,2017-02-13,Joe Rogan Experience #915 - Nick DiPaolo,2,730297,2368,7973,786,10.143765903307886,0.15448786264061568,46.42106571936061
816,816,2017-02-15,Joe Rogan Experience #916 - Fight Recap,1,1251037,3840,11452,1190,9.623529411764704,0.11776576019777504,45.558210754017274
817,817,2017-02-16,Joe Rogan Experience #917 - Steven Crowder,2,4351960,22443,41904,11735,3.5708564124414144,0.1007975070690749,58.54746955969799
818,818,2017-02-17,Joe Rogan Experience #918 - Frank Castillo,1,511833,1385,4504,813,5.539975399753997,0.13167008196721314,47.577448770491785
819,819,2017-02-22,Joe Rogan Experience #919 - Neil deGrasse Tyson,3,11246705,20207,133713,8680,15.404723502304149,0.18098634698634747,50.37156776556776
820,820,2017-02-23,Joe Rogan Experience #920 - Gavin McInnes,5,3078632,13782,47545,4552,10.444859402460457,0.1398720975993704,53.96820051160963
821,821,2017-02-24,Joe Rogan Experience #921 - Dominick Cruz,1,1421478,3064,20731,918,22.58278867102397,0.20273692810457514,46.32823120915042
822,822,2017-02-24,Joe Rogan Experience #922 - Philip DeFranco,4,2164389,6195,38669,2281,16.952652345462518,0.13609022556390996,53.84307841031161
823,823,2017-02-27,Joe Rogan Experience #923 - Whitney Cummings,2,1507376,4403,14229,2969,4.792522734927585,0.1589777411376748,47.651887881286115
824,824,2017-03-01,Joe Rogan Experience #924 - Rory Albanese,2,452262,915,3989,698,5.714899713467048,0.1545671641791046,46.22398507462693
825,825,2017-03-01,Joe Rogan Experience #925 - Theo Von,2,2285779,5323,23129,1451,15.940041350792557,0.200418994413408,43.42179845294382
826,826,2017-03-07,Joe Rogan Experience #926 - Joey Diaz & Alberto Gallazzi,2,721918,1163,7931,517,15.340425531914894,0.16835480673934594,37.31238850346879
827,827,2017-03-08,Joe Rogan Experience #927 - Tom Papa,2,590503,1351,5600,692,8.092485549132949,0.15922231614539278,42.95073541842763
828,828,2017-03-09,Joe Rogan Experience #928 - Arian Foster,1,1336556,3725,17147,1228,13.963355048859935,0.18942544005313885,50.94623380936572
829,829,2017-03-11,Joe Rogan Experience #929 - Dan Peña,3,1731159,8067,24662,2592,9.51466049382716,0.14314116290561724,50.76320540273434
830,830,2017-03-14,Joe Rogan Experience #930 - Will MacAskill,3,640409,2729,6781,1370,4.949635036496352,0.17806806282722518,64.08130366492145
831,831,2017-03-15,Joe Rogan Experience #931 - Jim Norton,2,1118185,2244,11415,969,11.780185758513932,0.17114595210946426,42.41721208665909
832,832,2017-03-16,Joe Rogan Experience #932 - TJ Kirk,5,1266605,6577,20736,2787,7.440258342303553,0.13472266244057074,49.94545166402555
833,833,2017-03-17,Joe Rogan Experience #933 - Julie Kedzie,1,615034,2671,5784,1876,3.0831556503198296,0.13172071129707094,54.2409361924687
834,834,2017-03-23,Joe Rogan Experience #934 - John Dudley,1,560040,1463,5242,725,7.230344827586207,0.1363839701770736,40.636300093196674
835,835,2017-03-24,Joe Rogan Experience #935 - Robb Wolf,3,736883,1317,7064,806,8.764267990074442,0.16304603330068562,53.05891283055824
836,836,2017-03-25,Joe Rogan Experience #937 - Justin Wren,1,463179,947,6174,363,17.00826446280992,0.1960086455331412,44.44756484149857
837,837,2017-03-25,Joe Rogan Experience #936 - Colin Moriarty,2,712907,2660,14383,749,19.20293724966622,0.16786119598428656,54.348568310781324
838,838,2017-03-28,Joe Rogan Experience #938 - Lawrence Krauss,3,2419462,9932,33415,3375,9.90074074074074,0.17379612611338946,60.4136575710448
839,839,2017-04-03,Joe Rogan Experience #939 - Chris Cage,1,417635,1225,3704,396,9.353535353535351,0.17340637450199192,42.53039840637451
840,840,2017-04-05,Joe Rogan Experience #940 - Sam Harris & Dan Harris,3,1963382,5662,19976,2581,7.739635800077488,0.13708775852431546,59.92470933482414
841,841,2017-04-05,Joe Rogan Experience #941 - Greg Fitzsimmons,2,675840,1171,7188,581,12.371772805507744,0.15512513601741046,43.4524918389554
842,842,2017-04-06,Joe Rogan Experience #942 - Dan Flores,3,874417,1563,8693,609,14.274220032840722,0.17165182186234818,49.76727935222666
843,843,2017-04-10,Joe Rogan Experience #943 - Moshe Kasher,2,626278,2706,5908,4385,1.3473204104903078,0.12623277909738725,58.67928741092637
844,844,2017-04-11,Joe Rogan Experience #944 - Scott Eastwood & Cameron Hanes,4,816600,1495,8088,663,12.199095022624435,0.1758812785388127,43.66184474885839
845,845,2017-04-12,Joe Rogan Experience #945 - Dr. Roddy McGee,3,526707,706,4136,402,10.288557213930348,0.15132404181184672,43.774738675958176
846,846,2017-04-17,Joe Rogan Experience #946 - Dennis McKenna,3,2382966,3673,23840,1881,12.674109516214779,0.15629386810644064,54.10349787890471
847,847,2017-04-18,Joe Rogan Experience #947 - Ron Miscavige,5,2807209,8695,26221,4097,6.400048816206981,0.11417328318707305,61.79977852068557
848,848,2017-04-19,Joe Rogan Experience #948 - Brendan Schaub & Eddie Bravo,1,2198802,13273,20521,2806,7.313257305773343,0.13060538516405248,50.968762482168465
849,849,2017-04-20,Joe Rogan Experience #949 - Josh Zepps,5,462461,2937,4307,4073,1.0574515099435309,0.11750869565217385,59.073217391304475
850,850,2017-04-26,Joe Rogan Experience #950 - Abby Martin,5,1168293,8492,14462,8369,1.728043971800693,0.10770668815471424,55.40205801772757
851,851,2017-04-26,Joe Rogan Experience #951 - Dan Doty,4,550289,1003,4550,634,7.176656151419557,0.15033374536464755,45.934734239802246
852,852,2017-04-28,Joe Rogan Experience #952 - Thaddeus Russell,3,529583,6276,3867,9150,0.4226229508196721,0.1296161806208845,65.21803951081856
853,853,2017-04-28,Joe Rogan Experience #952 - Thaddeus Russell,3,529583,6276,3867,9150,0.4226229508196721,0.1296161806208843,65.21803951081857
854,854,2017-05-02,Joe Rogan Experience #953 - Shirley Manson,4,679979,2719,9716,871,11.154994259471874,0.21255347593582893,44.84212121212124
855,855,2017-05-03,Joe Rogan Experience #954 - Justin Brown,0,426098,1006,4052,375,10.805333333333332,0.15142512077294684,41.415495169082156
856,856,2017-05-04,Joe Rogan Experience #955 - Al Madrigal,2,627928,1670,5570,1863,2.989801395598497,0.15117842323651415,53.230448132780104
857,857,2017-05-05,Joe Rogan Experience #956 - Guy Ritchie,4,1430614,3371,20010,937,21.355389541088574,0.2194808449695665,42.57983888292159
858,858,2017-05-10,Joe Rogan Experience #957 - Cameron Hanes,0,430021,694,4668,500,9.336,0.16434188034188038,47.765470085470064
859,859,2017-05-10,Joe Rogan Experience #958 - Jordan Peterson,3,4250344,13390,84058,2561,32.82233502538071,0.19200837218152486,56.02185329654668
860,860,2017-05-10,Joe Rogan Experience #958 - Jordan Peterson,3,4250344,13390,84058,2561,32.82233502538071,0.1920083721815244,56.021853296546574
861,861,2017-05-11,Joe Rogan Experience #959 - Mick West,0,778755,5520,6634,1830,3.625136612021858,0.132753820960699,57.119991812227276
862,862,2017-05-15,"Best of the Week - May 7, 2017 - Joe Rogan Experience",2,80780,329,892,138,6.4637681159420275,0.1482010582010582,47.40365079365079
863,863,2017-05-15,Joe Rogan Experience #960 - Steve-O,2,2833766,5633,35608,1795,19.83732590529248,0.15177837959828513,42.0277341457911
864,864,2017-05-16,Joe Rogan Experience - Podcast On A Plane UFC 211 Recap,1,326124,943,2148,360,5.966666666666668,0.14861236802413266,39.255158371040736
865,865,2017-05-17,"Joe Rogan Experience #961 - Graham Hancock, Randall Carlson & Michael Shermer",3,3304502,20741,42610,2929,14.547627176510757,0.14117245132422346,59.610875559318075
866,866,2017-05-19,Joe Rogan Experience #962 - Jocko Willink,0,2378879,4230,25903,1028,25.197470817120614,0.15373788030758942,54.51789033767965
867,867,2017-05-24,Joe Rogan Experience #963 - Michael Malice,4,1233896,3862,14065,1735,8.106628242074928,0.15219448094612345,52.61436596583434
868,868,2017-05-25,Joe Rogan Experience #964 - Everlast,4,762676,3184,7855,1621,4.845774213448488,0.136504739336493,50.37518167456562
869,869,2017-05-26,Joe Rogan Experience #965 -  Robert Sapolsky,3,1055401,3834,17945,571,31.427320490367777,0.17520905375668067,47.61132662684676
870,870,2017-05-27,Joe Rogan Experience #966 - Tom Papa,2,494477,1411,3992,559,7.141323792486582,0.15295739348370924,42.017017543859694
871,871,2017-05-30,Joe Rogan Experience #967 - Bill Burr,2,6070461,7223,52787,3267,16.157636975818793,0.1537659123055155,45.0381789250356
872,872,2017-06-01,Joe Rogan Experience #968 - Kelly Brogan,3,1041095,5187,12011,4519,2.657888913476433,0.14439936775553258,65.37306111696529
873,873,2017-06-02,Joe Rogan Experience #969 - Andrew Santino,2,788648,1774,7301,979,7.457609805924412,0.13138461538461532,50.924263736263796
874,874,2017-06-03,Joe Rogan Experience #970 - Bret Weinstein,3,1358946,7019,23727,1606,14.773972602739725,0.13524330662497588,70.77934531952327
875,875,2017-06-06,Joe Rogan Experience #971 - Steven Rinella,0,1356478,1541,10707,1073,9.978564771668221,0.17050965250965244,41.65670270270264
876,876,2017-06-07,Joe Rogan Experience #972 - Ari Shaffir,2,1240480,2685,10592,1551,6.829142488716958,0.11735731414868088,47.3480767386092
877,877,2017-06-09,"Joe Rogan Experience #973 - Wheeler Walker, Jr.",2,605830,998,5909,704,8.393465909090908,0.1711124260355029,43.45043786982242
878,878,2017-06-09,Joe Rogan Experience #974 - Megan Phelps-Roper,5,1686545,7099,20201,1634,12.362913096695227,0.17043461970775553,64.27643312101945
879,879,2017-06-09,Joe Rogan Experience #975 - Sebastian Junger,4,857551,2814,10235,1566,6.535759897828863,0.15025776215582867,59.62545401288802
880,880,2017-06-17,Joe Rogan Experience - Podcast In Paradise (Audio Only),0,298752,762,1789,506,3.535573122529644,0.1519294990723562,37.736122448979614
881,881,2017-06-19,Joe Rogan Experience #976 - Morgan Murphy,2,561532,2154,4049,1870,2.1652406417112298,0.13634994206257225,50.21559675550407
882,882,2017-06-22,Joe Rogan Experience #977 - Jeff Evans & Bud Brutsman,1,927960,1744,12217,581,21.02753872633391,0.22169965870307126,42.47362457337884
883,883,2017-06-22,Joe Rogan Experience #978 - Judd Apatow,2,760202,2562,5584,3840,1.4541666666666666,0.12382308083375705,55.00172343670557
884,884,2017-06-26,Joe Rogan Experience #979 - Sargon of Akkad,5,2661012,14461,45300,5509,8.222907968778362,0.13676495366470176,53.66447346251061
885,885,2017-06-27,Joe Rogan Experience #980 - Chris D'Elia,2,2256862,3245,18692,1203,15.537822111388195,0.16020354315868834,37.077727101394586
886,886,2017-06-29,Joe Rogan Experience #981 - Josh Barnett,1,985167,2682,8842,850,10.40235294117647,0.15131422924901214,49.07198616600786
887,887,2017-07-04,Joe Rogan Experience #982 - Honey Honey,4,575502,1691,4928,1567,3.1448627951499684,0.16354559748427672,42.83216981132078
888,888,2017-07-05,Joe Rogan Experience #983 - Natasha Leggero & Moshe Kasher,2,486789,3208,4989,6949,0.7179450280615916,0.11146802875520252,54.837071509648105
889,889,2017-07-07,Joe Rogan Experience #984 - Yvette d'Entremont,3,624909,4082,4888,4679,1.0446676640307755,0.10407513530722698,58.15884431709661
890,890,2017-07-11,Joe Rogan Experience #985 - Gad Saad,3,1151355,4724,18040,2571,7.016725009723843,0.12628812082486204,54.47182108626205
891,891,2017-07-13,Joe Rogan Experience #986 - Maynard James Keenan,4,2256355,5578,27709,1501,18.46035976015989,0.1635919335705813,43.17584578884929
892,892,2017-07-14,Joe Rogan Experience #987 - Ben O'Brien,2,612957,1256,3707,787,4.710292249047013,0.12946153846153854,40.318791208791225
893,893,2017-08-18,Joe Rogan Experience #1000 - Joey Diaz & Tom Segura,2,8669797,11403,80664,5562,14.50269687162891,0.16022519651582795,41.80631400042501
894,894,2017-08-17,Joe Rogan Experience #999 - Tom Bilyeu,4,605987,2189,5406,1434,3.7698744769874484,0.146342668863262,43.560950027457416
895,895,2017-08-16,Joe Rogan Experience #998 - Owen Benjamin,2,835959,3312,8835,1034,8.544487427466153,0.1356611764705881,51.4551999999999
896,896,2017-08-10,Joe Rogan Experience #997 - Pauly Shore,2,1629240,6618,15110,2161,6.992133271633503,0.1617300970873785,43.85966019417487
897,897,2017-08-10,Joe Rogan Experience #996 - Dr. Andy Galpin,3,940288,1720,9372,924,10.142857142857142,0.16623212783851984,41.87077375946165
898,898,2017-08-09,Joe Rogan Experience #995 - Jon Ronson,5,948172,2444,9741,1360,7.1625,0.1576753310446295,48.31999019127038
899,899,2017-08-08,Joe Rogan Experience #994 - Dom D'Agostino,3,1107585,2192,12196,1363,8.947909024211299,0.14684508816120914,46.07241813602018
